seconds,bpm,nd
1719.500,103.500,29.000
1719.750,105.250,28.000
1720.000,105.250,28.000
1720.250,105.250,27.000
1720.500,104.250,27.000
1720.750,104.250,26.000
1721.000,102.750,26.000
1721.250,102.750,26.000
1721.500,102.750,26.000
1721.750,102.750,26.000
1722.000,102.750,26.000
1722.250,102.500,25.000
1722.500,102.500,25.000
1722.750,101.750,25.000
1723.000,101.750,25.000
1723.250,102.750,26.000
1723.500,102.750,26.000
1723.750,102.750,27.000
1724.000,102.000,27.000
1724.250,102.000,28.000
1724.500,104.250,28.000
1724.750,104.250,29.000
1725.000,110.250,29.000
1725.250,110.250,29.000
1725.500,111.500,29.000
1725.750,111.500,28.000
1726.000,111.500,28.000
1726.250,108.250,27.000
1726.500,108.250,27.000
1726.750,97.500,27.000
1727.000,97.500,27.000
1727.250,104.500,27.000
1727.500,104.500,27.000
1727.750,104.500,28.000
1728.000,111.000,28.000
1728.250,111.000,29.000
1728.500,117.750,29.000
1728.750,117.750,28.000
1729.000,120.000,28.000
1729.250,120.000,27.000
1729.500,113.750,27.000
1729.750,113.750,27.000
1730.000,100.250,27.000
1730.250,100.250,27.000
1730.500,110.750,27.000
1730.750,110.750,27.000
1731.000,108.250,27.000
1731.250,108.250,26.000
1731.500,108.250,26.000
1731.750,105.750,25.000
1732.000,105.750,25.000
1732.250,115.500,26.000
1732.500,115.500,26.000
1732.750,119.000,26.000
1733.000,119.000,26.000
1733.250,117.250,27.000
1733.500,117.250,27.000
1733.750,107.500,27.000
1734.000,107.500,27.000
1734.250,118.500,27.000
1734.500,118.500,27.000
1734.750,119.500,26.000
1735.000,119.500,26.000
1735.250,115.750,27.000
1735.500,115.750,27.000
1735.750,119.500,27.000
1736.000,119.500,27.000
1736.250,119.500,28.000
1736.500,119.500,28.000
1736.750,120.500,28.000
1737.000,120.500,28.000
1737.250,126.000,28.000
1737.500,126.000,28.000
1737.750,127.000,27.000
1738.000,127.000,27.000
1738.250,123.000,27.000
1738.500,123.000,27.000
1738.750,124.500,26.000
1739.000,124.500,26.000
1739.250,128.750,26.000
1739.500,128.750,26.000
1739.750,128.750,25.000
1740.000,127.000,25.000
1740.250,127.000,26.000
1740.500,125.500,26.000
1740.750,125.500,26.000
1741.000,123.000,26.000
1741.250,123.000,26.000
1741.500,124.000,26.000
1741.750,124.000,27.000
1742.000,123.000,27.000
1742.250,123.000,27.000
1742.500,118.500,27.000
1742.750,118.500,27.000
1743.000,123.000,27.000
1743.250,123.000,27.000
1743.500,127.000,27.000
1743.750,127.000,26.000
1744.000,128.250,26.000
1744.250,128.250,26.000
1744.500,128.750,26.000
1744.750,128.750,26.000
1745.000,126.500,26.000
1745.250,126.500,26.000
1745.500,116.250,26.000
1745.750,116.250,26.000
1746.000,122.000,26.000
1746.250,122.000,26.000
1746.500,124.500,26.000
1746.750,124.500,26.000
1747.000,125.500,26.000
1747.250,127.750,26.000
1747.500,127.750,26.000
1747.750,131.500,26.000
1748.000,131.500,26.000
1748.250,129.750,26.000
1748.500,129.750,26.000
1748.750,128.750,26.000
1749.000,128.750,26.000
1749.250,128.250,26.000
1749.500,128.250,26.000
1749.750,125.500,26.000
1750.000,125.500,26.000
1750.250,125.500,26.000
1750.500,125.500,26.000
1750.750,120.500,26.000
1751.000,120.500,26.000
1751.250,123.500,26.000
1751.500,123.500,26.000
1751.750,125.000,26.000
1752.000,130.500,26.000
1752.250,130.500,25.000
1752.500,127.000,25.000
1752.750,127.000,26.000
1753.000,127.750,26.000
1753.250,127.750,26.000
1753.500,125.500,26.000
1753.750,125.500,26.000
1754.000,127.000,26.000
1754.250,127.000,26.000
1754.500,126.000,26.000
1754.750,126.000,26.000
1755.000,129.750,26.000
1755.250,129.750,26.000
1755.500,132.750,26.000
1755.750,134.000,26.000
1756.000,134.000,26.000
1756.250,131.500,26.000
1756.500,131.500,26.000
1756.750,134.500,26.000
1757.000,134.500,26.000
1757.250,132.250,26.000
1757.500,132.250,26.000
1757.750,133.250,26.000
1758.000,133.250,26.000
1758.250,133.250,26.000
1758.500,132.250,26.000
1758.750,132.250,26.000
1759.000,129.750,26.000
1759.250,129.750,26.000
1759.500,131.000,26.000
1759.750,131.000,26.000
1760.000,131.500,26.000
1760.250,132.750,26.000
1760.500,132.750,26.000
1760.750,132.250,26.000
1761.000,132.250,26.000
1761.250,135.250,27.000
1761.500,135.250,27.000
1761.750,133.250,27.000
1762.000,133.250,27.000
1762.250,135.750,27.000
1762.500,135.750,27.000
1762.750,135.750,27.000
1763.000,136.250,27.000
1763.250,136.250,26.000
1763.500,137.500,26.000
1763.750,137.500,26.000
1764.000,137.000,26.000
1764.250,139.000,26.000
1764.500,139.000,26.000
1764.750,139.500,26.000
1765.000,139.500,26.000
1765.250,140.750,26.000
1765.500,140.750,26.000
1765.750,139.500,26.000
1766.000,141.500,26.000
1766.250,141.500,26.000
1766.500,140.750,26.000
1766.750,140.750,26.000
1767.000,139.000,26.000
1767.250,139.500,26.000
1767.500,139.500,26.000
1767.750,139.500,26.000
1768.000,139.500,26.000
1768.250,140.250,26.000
1768.500,140.250,26.000
1768.750,140.250,26.000
1769.000,139.500,26.000
1769.250,139.500,26.000
1769.500,137.000,26.000
1769.750,137.000,26.000
1770.000,137.000,26.000
1770.250,137.000,26.000
1770.500,135.750,26.000
1770.750,136.250,26.000
1771.000,136.250,26.000
1771.250,137.500,26.000
1771.500,137.500,26.000
1771.750,137.500,26.000
1772.000,137.500,26.000
1772.250,137.000,26.000
1772.500,137.000,26.000
1772.750,137.000,26.000
1773.000,133.250,26.000
1773.250,133.250,26.000
1773.500,137.500,26.000
1773.750,137.500,26.000
1774.000,139.000,26.000
1774.250,140.250,26.000
1774.500,140.250,26.000
1774.750,139.500,26.000
1775.000,139.500,26.000
1775.250,139.500,26.000
1775.500,139.000,26.000
1775.750,139.000,26.000
1776.000,139.000,26.000
1776.250,139.000,27.000
1776.500,139.000,27.000
1776.750,139.000,27.000
1777.000,135.750,27.000
1777.250,135.750,27.000
1777.500,135.750,27.000
1777.750,132.750,27.000
1778.000,132.750,27.000
1778.250,132.750,27.000
1778.500,132.750,27.000
1778.750,132.250,27.000
1779.000,132.250,27.000
1779.250,132.750,26.000
1779.500,131.000,26.000
1779.750,131.000,26.000
1780.000,133.250,26.000
1780.250,133.250,26.000
1780.500,134.000,26.000
1780.750,134.000,26.000
1781.000,135.250,26.000
1781.250,135.250,26.000
1781.500,135.250,26.000
1781.750,135.750,26.000
1782.000,135.750,26.000
1782.250,134.000,27.000
1782.500,134.000,27.000
1782.750,135.750,27.000
1783.000,135.750,27.000
1783.250,135.250,27.000
1783.500,135.250,27.000
1783.750,135.750,28.000
1784.000,134.500,28.000
1784.250,134.500,27.000
1784.500,135.750,27.000
1784.750,135.750,27.000
1785.000,136.250,27.000
1785.250,136.250,26.000
1785.500,135.750,26.000
1785.750,135.250,26.000
1786.000,135.250,26.000
1786.250,136.250,26.000
1786.500,136.250,26.000
1786.750,137.000,26.000
1787.000,137.000,26.000
1787.250,137.000,26.000
1787.500,137.000,26.000
1787.750,137.000,26.000
1788.000,137.500,26.000
1788.250,137.500,26.000
1788.500,136.250,26.000
1788.750,136.250,26.000
1789.000,137.500,26.000
1789.250,137.000,26.000
1789.500,137.000,26.000
1789.750,139.000,26.000
1790.000,139.000,26.000
1790.250,139.500,26.000
1790.500,139.500,26.000
1790.750,139.500,26.000
1791.000,139.500,26.000
1791.250,139.500,26.000
1791.500,139.000,26.000
1791.750,139.000,27.000
1792.000,137.500,27.000
1792.250,137.500,27.000
1792.500,136.250,27.000
1792.750,135.250,27.000
1793.000,135.250,27.000
1793.250,135.250,26.000
1793.500,135.250,26.000
1793.750,137.500,26.000
1794.000,137.500,26.000
1794.250,136.250,25.000
1794.500,135.750,25.000
1794.750,135.750,25.000
1795.000,136.250,25.000
1795.250,136.250,26.000
1795.500,132.750,26.000
1795.750,132.750,26.000
1796.000,134.000,26.000
1796.250,136.250,27.000
1796.500,136.250,27.000
1796.750,135.750,28.000
1797.000,135.750,28.000
1797.250,137.000,27.000
1797.500,137.000,27.000
1797.750,137.500,27.000
1798.000,137.500,27.000
1798.250,137.500,26.000
1798.500,137.500,26.000
1798.750,137.500,26.000
1799.000,137.500,26.000
1799.250,137.500,26.000
1799.500,138.250,26.000
1799.750,134.500,25.000
1800.000,134.500,25.000
1800.250,135.750,25.000
1800.500,135.750,25.000
1800.750,135.750,25.000
1801.000,135.750,25.000
1801.250,137.000,25.000
1801.500,137.000,25.000
1801.750,137.000,25.000
1802.000,137.500,25.000
1802.250,137.500,25.000
1802.500,137.000,25.000
1802.750,137.000,25.000
1803.000,138.250,25.000
1803.250,137.000,25.000
1803.500,137.000,25.000
1803.750,137.500,26.000
1804.000,137.500,26.000
1804.250,135.750,26.000
1804.500,135.750,26.000
1804.750,137.500,27.000
1805.000,139.000,27.000
1805.250,139.000,27.000
1805.500,138.250,27.000
1805.750,138.250,26.000
1806.000,138.250,26.000
1806.250,138.250,26.000
1806.500,137.500,26.000
1806.750,138.250,25.000
1807.000,138.250,25.000
1807.250,138.250,25.000
1807.500,138.250,25.000
1807.750,139.500,25.000
1808.000,139.500,25.000
1808.250,139.500,25.000
1808.500,137.000,25.000
1808.750,137.000,25.000
1809.000,135.750,25.000
1809.250,135.750,25.000
1809.500,135.750,25.000
1809.750,135.750,26.000
1810.000,135.250,26.000
1810.250,135.750,26.000
1810.500,135.750,26.000
1810.750,135.250,26.000
1811.000,135.250,26.000
1811.250,135.750,25.000
1811.500,135.750,25.000
1811.750,137.000,26.000
1812.000,137.000,26.000
1812.250,137.000,26.000
1812.500,137.500,26.000
1812.750,137.500,27.000
1813.000,135.250,27.000
1813.250,135.250,26.000
1813.500,137.500,26.000
1813.750,137.000,26.000
1814.000,137.000,26.000
1814.250,139.000,27.000
1814.500,139.000,27.000
1814.750,139.500,27.000
1815.000,139.500,27.000
1815.250,139.500,27.000
1815.500,140.750,27.000
1815.750,140.750,28.000
1816.000,141.500,28.000
1816.250,141.500,27.000
1816.500,141.500,27.000
1816.750,142.250,26.000
1817.000,142.250,26.000
1817.250,142.250,26.000
1817.500,142.250,26.000
1817.750,142.250,26.000
1818.000,142.250,26.000
1818.250,142.250,26.000
1818.500,143.500,26.000
1818.750,143.500,26.000
1819.000,143.500,26.000
1819.250,143.500,26.000
1819.500,142.250,26.000
1819.750,143.500,26.000
1820.000,143.500,26.000
1820.250,140.250,25.000
1820.500,140.250,25.000
1820.750,141.500,24.000
1821.000,142.250,24.000
1821.250,142.250,24.000
1821.500,144.250,24.000
1821.750,144.250,25.000
1822.000,145.000,25.000
1822.250,145.750,25.000
1822.500,145.750,25.000
1822.750,146.250,25.000
1823.000,146.250,25.000
1823.250,147.000,24.000
1823.500,147.000,24.000
1823.750,147.000,25.000
1824.000,145.750,25.000
1824.250,145.750,25.000
1824.500,141.500,25.000
1824.750,138.250,25.000
1825.000,138.250,25.000
1825.250,130.500,25.000
1825.500,130.500,25.000
1825.750,130.500,25.000
1826.000,129.250,25.000
1826.250,128.750,25.000
1826.500,128.750,25.000
1826.750,128.250,25.000
1827.000,128.250,25.000
1827.250,127.750,26.000
1827.500,126.500,26.000
1827.750,126.500,26.000
1828.000,126.500,26.000
1828.250,126.500,26.000
1828.500,127.000,26.000
1828.750,127.000,26.000
1829.000,127.750,26.000
1829.250,127.750,25.000
1829.500,123.500,25.000
1829.750,123.500,25.000
1830.000,123.000,25.000
1830.250,123.000,24.000
1830.500,120.000,24.000
1830.750,120.000,24.000
1831.000,116.750,24.000
1831.250,116.750,24.000
1831.500,121.000,24.000
1831.750,121.000,24.000
1832.000,126.000,24.000
1832.250,126.000,24.000
1832.500,128.750,24.000
1832.750,128.750,24.000
1833.000,130.500,24.000
1833.250,132.750,24.000
1833.500,132.750,24.000
1833.750,129.750,24.000
1834.000,129.750,24.000
1834.250,130.500,24.000
1834.500,130.500,24.000
1834.750,128.750,24.000
1835.000,128.750,24.000
1835.250,129.750,24.000
1835.500,129.750,24.000
1835.750,129.750,24.000
1836.000,129.750,24.000
1836.250,124.000,24.000
1836.500,124.000,24.000
1836.750,126.000,24.000
1837.000,125.000,24.000
1837.250,125.000,24.000
1837.500,124.500,24.000
1837.750,124.500,24.000
1838.000,128.750,24.000
1838.250,128.750,25.000
1838.500,127.750,25.000
1838.750,127.750,25.000
1839.000,131.500,25.000
1839.250,131.500,25.000
1839.500,132.750,25.000
1839.750,132.750,25.000
1840.000,138.250,25.000
1840.250,139.500,25.000
1840.500,139.500,25.000
1840.750,140.250,26.000
1841.000,140.250,26.000
1841.250,140.250,27.000
1841.500,140.750,27.000
1841.750,140.750,26.000
1842.000,140.750,26.000
1842.250,140.750,25.000
1842.500,141.500,25.000
1842.750,143.500,25.000
1843.000,143.500,25.000
1843.250,144.250,25.000
1843.500,144.250,25.000
1843.750,145.000,25.000
1844.000,145.000,25.000
1844.250,145.000,25.000
1844.500,143.500,25.000
1844.750,143.500,26.000
1845.000,142.750,26.000
1845.250,145.000,26.000
1845.500,145.000,26.000
1845.750,145.000,26.000
1846.000,145.000,26.000
1846.250,145.750,26.000
1846.500,147.750,26.000
1846.750,147.750,26.000
1847.000,148.500,26.000
1847.250,148.500,26.000
1847.500,150.000,26.000
1847.750,150.000,27.000
1848.000,150.000,27.000
1848.250,149.250,27.000
1848.500,150.000,27.000
1848.750,150.000,27.000
1849.000,149.250,27.000
1849.250,149.250,27.000
1849.500,147.750,27.000
1849.750,147.000,27.000
1850.000,147.000,27.000
1850.250,145.750,27.000
1850.500,145.750,27.000
1850.750,144.250,27.000
1851.000,140.750,27.000
1851.250,140.750,27.000
1851.500,137.000,27.000
1851.750,137.000,26.000
1852.000,136.250,26.000
1852.250,136.250,26.000
1852.500,137.000,26.000
1852.750,137.000,27.000
1853.000,133.250,27.000
1853.250,131.000,27.000
1853.500,131.000,27.000
1853.750,127.750,28.000
1854.000,127.750,28.000
1854.250,119.500,27.000
1854.500,119.500,27.000
1854.750,119.500,27.000
1855.000,115.000,27.000
1855.250,110.250,27.000
1855.500,110.250,27.000
1855.750,112.750,27.000
1856.000,112.750,27.000
1856.250,112.750,27.000
1856.500,111.000,27.000
1856.750,111.000,27.000
1857.000,112.250,27.000
1857.250,112.250,27.000
1857.500,112.250,27.000
1857.750,112.250,27.000
1858.000,112.250,27.000
1858.250,112.250,28.000
1858.500,112.750,28.000
1858.750,112.750,28.000
1859.000,112.000,28.000
1859.250,112.000,28.000
1859.500,112.000,28.000
1859.750,112.000,27.000
1860.000,112.000,27.000
1860.250,112.000,27.000
1860.500,112.000,27.000
1860.750,108.750,26.000
1861.000,108.750,26.000
1861.250,108.000,26.000
1861.500,108.000,26.000
1861.750,110.000,26.000
1862.000,110.000,26.000
1862.250,110.750,27.000
1862.500,110.750,27.000
1862.750,110.750,28.000
1863.000,108.250,28.000
1863.250,108.250,27.000
1863.500,108.000,27.000
1863.750,108.000,27.000
1864.000,109.000,27.000
1864.250,109.000,27.000
1864.500,109.000,27.000
1864.750,109.000,27.000
1865.000,109.500,27.000
1865.250,109.500,27.000
1865.500,109.500,27.000
1865.750,108.000,27.000
1866.000,108.000,27.000
1866.250,107.500,28.000
1866.500,107.500,28.000
1866.750,107.250,28.000
1867.000,107.250,28.000
1867.250,106.500,28.000
1867.500,106.500,28.000
1867.750,106.500,28.000
1868.000,105.750,28.000
1868.250,105.750,28.000
1868.500,106.000,28.000
1868.750,106.000,28.000
1869.000,105.750,28.000
1869.250,105.750,28.000
1869.500,106.500,28.000
1869.750,106.500,28.000
1870.000,106.500,28.000
1870.250,104.500,27.000
1870.500,104.500,27.000
1870.750,105.750,27.000
1871.000,105.750,27.000
1871.250,106.500,28.000
1871.500,106.500,28.000
1871.750,106.000,28.000
1872.000,106.000,28.000
1872.250,106.000,28.000
1872.500,106.750,28.000
1872.750,106.750,27.000
1873.000,102.500,27.000
1873.250,102.500,27.000
1873.500,103.500,27.000
1873.750,103.500,27.000
1874.000,103.500,27.000
1874.250,106.500,29.000
1874.500,106.500,29.000
1874.750,106.500,31.000
1875.000,106.500,31.000
1875.250,107.500,31.000
1875.500,107.500,31.000
1875.750,113.250,28.000
1876.000,113.250,28.000
1876.250,120.000,27.000
1876.500,120.000,27.000
1876.750,117.750,26.000
1877.000,117.750,26.000
1877.250,110.250,26.000
1877.500,110.250,26.000
1877.750,110.250,25.000
1878.000,112.000,25.000
1878.250,112.000,25.000
1878.500,114.500,25.000
1878.750,114.500,26.000
1879.000,119.000,26.000
1879.250,119.000,26.000
1879.500,116.250,26.000
1879.750,116.250,26.000
1880.000,113.250,26.000
1880.250,113.250,26.000
1880.500,111.500,26.000
1880.750,111.500,26.000
1881.000,111.500,26.000
1881.250,111.500,26.000
1881.500,111.500,26.000
1881.750,105.000,26.000
1882.000,105.000,26.000
1882.250,101.750,25.000
1882.500,101.750,25.000
1882.750,104.250,25.000
1883.000,104.250,25.000
1883.250,108.000,26.000
1883.500,108.000,26.000
1883.750,108.000,26.000
1884.000,114.000,26.000
1884.250,114.000,27.000
1884.500,114.500,27.000
1884.750,114.500,27.000
1885.000,116.750,27.000
1885.250,116.750,26.000
1885.500,117.250,26.000
1885.750,117.250,26.000
1886.000,108.000,26.000
1886.250,108.000,26.000
1886.500,110.000,26.000
1886.750,110.000,26.000
1887.000,108.750,26.000
1887.250,108.750,25.000
1887.500,112.000,25.000
1887.750,112.000,26.000
1888.000,119.500,26.000
1888.250,119.500,26.000
1888.500,122.500,26.000
1888.750,122.500,26.000
1889.000,125.500,26.000
1889.250,125.500,26.000
1889.500,127.000,26.000
1889.750,127.000,26.000
1890.000,124.500,26.000
1890.250,124.500,27.000
1890.500,124.500,27.000
1890.750,124.500,27.000
1891.000,123.000,27.000
1891.250,123.000,28.000
1891.500,116.250,28.000
1891.750,116.250,27.000
1892.000,118.500,27.000
1892.250,118.500,27.000
1892.500,102.000,27.000
1892.750,102.000,27.000
1893.000,102.000,27.000
1893.250,107.500,27.000
1893.500,107.500,27.000
1893.750,110.250,27.000
1894.000,110.250,27.000
1894.250,110.000,26.000
1894.500,110.000,26.000
1894.750,111.000,27.000
1895.000,111.000,27.000
1895.250,112.000,27.000
1895.500,112.000,27.000
1895.750,112.000,27.000
1896.000,113.250,27.000
1896.250,124.500,27.000
1896.500,124.500,27.000
1896.750,120.000,27.000
1897.000,120.000,27.000
1897.250,122.500,27.000
1897.500,122.500,27.000
1897.750,122.500,27.000
1898.000,122.500,27.000
1898.250,122.000,27.000
1898.500,122.000,27.000
1898.750,124.500,28.000
1899.000,124.500,28.000
1899.250,120.500,29.000
1899.500,120.500,29.000
1899.750,122.500,30.000
1900.000,122.500,30.000
1900.250,120.000,31.000
1900.500,120.000,31.000
1900.750,121.000,32.000
1901.000,121.000,32.000
1901.250,114.000,34.000
1901.500,114.000,34.000
1901.750,116.750,36.000
1902.000,116.750,36.000
1902.250,119.000,36.000
1902.500,119.000,36.000
1902.750,128.750,34.000
1903.000,128.750,34.000
1903.250,135.750,33.000
1903.500,135.750,33.000
1903.750,137.500,33.000
1904.000,136.250,33.000
1904.250,136.250,33.000
1904.500,138.250,33.000
1904.750,138.250,34.000
1905.000,140.750,34.000
1905.250,140.750,34.000
1905.500,142.750,34.000
1905.750,142.750,34.000
1906.000,144.250,34.000
1906.250,147.000,36.000
1906.500,147.000,36.000
1906.750,147.750,39.000
1907.000,149.250,39.000
1907.250,149.250,42.000
1907.500,149.250,42.000
1907.750,145.750,43.000
1908.000,145.750,43.000
1908.250,131.500,40.000
1908.500,131.500,40.000
1908.750,112.000,34.000
1909.000,112.000,34.000
1909.250,116.750,32.000
1909.500,116.750,32.000
1909.750,116.750,32.000
1910.000,120.000,32.000
1910.250,124.000,33.000
1910.500,124.000,33.000
1910.750,126.500,33.000
1911.000,126.500,33.000
1911.250,129.750,33.000
1911.500,129.750,33.000
1911.750,129.750,33.000
1912.000,129.750,33.000
1912.250,132.750,34.000
1912.500,132.750,34.000
1912.750,133.250,34.000
1913.000,129.250,34.000
1913.250,129.250,34.000
1913.500,130.500,34.000
1913.750,130.500,34.000
1914.000,128.750,34.000
1914.250,128.750,34.000
1914.500,132.750,34.000
1914.750,132.750,35.000
1915.000,130.500,35.000
1915.250,130.500,35.000
1915.500,131.500,35.000
1915.750,132.750,35.000
1916.000,132.750,35.000
1916.250,135.250,35.000
1916.500,135.250,35.000
1916.750,135.250,35.000
1917.000,134.000,35.000
1917.250,134.000,35.000
1917.500,134.000,35.000
1917.750,134.000,35.000
1918.000,141.500,35.000
1918.250,141.500,35.000
1918.500,142.750,35.000
1918.750,142.750,34.000
1919.000,142.750,34.000
1919.250,139.500,33.000
1919.500,139.500,33.000
1919.750,140.250,33.000
1920.000,140.250,33.000
1920.250,140.750,33.000
1920.500,143.500,33.000
1920.750,143.500,34.000
1921.000,145.000,34.000
1921.250,145.000,34.000
1921.500,147.750,34.000
1921.750,147.750,34.000
1922.000,148.500,34.000
1922.250,149.250,35.000
1922.500,149.250,35.000
1922.750,150.000,35.000
1923.000,149.250,35.000
1923.250,149.250,34.000
1923.500,149.250,34.000
1923.750,149.250,35.000
1924.000,149.250,35.000
1924.250,147.000,35.000
1924.500,147.000,35.000
1924.750,147.000,35.000
1925.000,147.750,35.000
1925.250,147.750,35.000
1925.500,147.000,35.000
1925.750,147.000,35.000
1926.000,147.000,35.000
1926.250,147.000,35.000
1926.500,147.000,35.000
1926.750,147.750,36.000
1927.000,148.500,36.000
1927.250,148.500,36.000
1927.500,146.250,36.000
1927.750,146.250,37.000
1928.000,146.250,37.000
1928.250,149.250,38.000
1928.500,149.250,38.000
1928.750,147.750,37.000
1929.000,147.750,37.000
1929.250,146.250,37.000
1929.500,147.000,37.000
1929.750,147.000,37.000
1930.000,147.750,37.000
1930.250,148.500,38.000
1930.500,148.500,38.000
1930.750,150.000,38.000
1931.000,150.000,38.000
1931.250,147.750,38.000
1931.500,148.500,38.000
1931.750,148.500,38.000
1932.000,149.250,38.000
1932.250,148.500,38.000
1932.500,148.500,38.000
1932.750,147.000,39.000
1933.000,147.000,39.000
1933.250,148.500,40.000
1933.500,149.250,40.000
1933.750,149.250,41.000
1934.000,148.500,41.000
1934.250,148.500,42.000
1934.500,151.500,42.000
1934.750,152.250,43.000
1935.000,152.250,43.000
1935.250,150.750,43.000
1935.500,151.500,43.000
1935.750,151.500,43.000
1936.000,153.750,43.000
1936.250,153.000,43.000
1936.500,153.000,43.000
1936.750,153.750,42.000
1937.000,153.750,42.000
1937.250,153.750,43.000
1937.500,153.750,43.000
1937.750,153.750,43.000
1938.000,155.500,43.000
1938.250,156.250,44.000
1938.500,156.250,44.000
1938.750,156.250,44.000
1939.000,157.000,44.000
1939.250,157.000,45.000
1939.500,157.000,45.000
1939.750,156.250,44.000
1940.000,156.250,44.000
1940.250,158.000,43.000
1940.500,157.000,43.000
1940.750,157.000,43.000
1941.000,158.000,43.000
1941.250,158.000,43.000
1941.500,158.000,43.000
1941.750,158.000,43.000
1942.000,158.750,43.000
1942.250,158.750,43.000
1942.500,159.500,43.000
1942.750,159.500,43.000
1943.000,159.500,43.000
1943.250,159.500,44.000
1943.500,160.500,44.000
1943.750,160.500,44.000
1944.000,160.500,44.000
1944.250,160.500,45.000
1944.500,160.500,45.000
1944.750,159.500,46.000
1945.000,159.500,46.000
1945.250,159.500,47.000
1945.500,155.500,47.000
1945.750,155.500,47.000
1946.000,143.500,47.000
1946.250,128.750,47.000
1946.500,128.750,47.000
1946.750,130.500,47.000
1947.000,130.500,47.000
1947.250,131.500,48.000
1947.500,131.500,48.000
1947.750,134.000,50.000
1948.000,134.000,50.000
1948.250,141.500,51.000
1948.500,146.250,51.000
1948.750,146.250,49.000
1949.000,148.500,49.000
1949.250,148.500,47.000
1949.500,149.250,47.000
1949.750,149.250,44.000
1950.000,149.250,44.000
1950.250,150.750,43.000
1950.500,151.500,43.000
1950.750,151.500,42.000
1951.000,152.250,42.000
1951.250,152.250,39.000
1951.500,152.250,39.000
1951.750,153.750,35.000
1952.000,153.750,35.000
1952.250,154.750,32.000
1952.500,153.750,32.000
1952.750,153.750,33.000
1953.000,153.750,33.000
1953.250,152.250,34.000
1953.500,152.250,34.000
1953.750,150.000,33.000
1954.000,150.000,33.000
1954.250,145.000,33.000
1954.500,135.250,33.000
1954.750,135.250,34.000
1955.000,131.500,34.000
1955.250,131.500,34.000
1955.500,132.750,34.000
1955.750,132.750,32.000
1956.000,139.500,32.000
1956.250,142.750,29.000
1956.500,142.750,29.000
1956.750,145.750,29.000
1957.000,145.750,29.000
1957.250,145.750,29.000
1957.500,147.000,29.000
1957.750,147.000,28.000
1958.000,139.500,28.000
1958.250,139.500,29.000
1958.500,136.250,29.000
1958.750,137.500,28.000
1959.000,137.500,28.000
1959.250,134.000,28.000
1959.500,134.000,28.000
1959.750,134.000,27.000
1960.000,134.000,27.000
1960.250,141.500,27.000
1960.500,146.250,27.000
1960.750,146.250,27.000
1961.000,148.500,27.000
1961.250,148.500,27.000
1961.500,149.250,27.000
1961.750,150.750,27.000
1962.000,150.750,27.000
1962.250,152.250,28.000
1962.500,153.750,28.000
1962.750,153.750,28.000
1963.000,154.750,28.000
1963.250,154.750,29.000
1963.500,154.750,29.000
1963.750,156.250,28.000
1964.000,156.250,28.000
1964.250,156.250,28.000
1964.500,155.500,28.000
1964.750,155.500,28.000
1965.000,156.250,28.000
1965.250,157.000,28.000
1965.500,157.000,28.000
1965.750,157.000,28.000
1966.000,158.000,28.000
1966.250,158.750,28.000
1966.500,155.500,28.000
1966.750,147.750,28.000
1967.000,147.750,28.000
1967.250,137.500,28.000
1967.500,137.500,28.000
1967.750,137.500,29.000
1968.000,137.500,29.000
1968.250,137.000,30.000
1968.500,128.750,30.000
1968.750,128.750,31.000
1969.000,125.500,31.000
1969.250,125.500,30.000
1969.500,125.000,30.000
1969.750,125.000,29.000
1970.000,126.000,29.000
1970.250,126.000,29.000
1970.500,124.000,29.000
1970.750,124.000,29.000
1971.000,128.750,29.000
1971.250,128.750,29.000
1971.500,134.500,29.000
1971.750,134.500,30.000
1972.000,134.500,30.000
1972.250,128.750,31.000
1972.500,128.750,31.000
1972.750,137.500,32.000
1973.000,137.500,32.000
1973.250,139.500,32.000
1973.500,139.500,32.000
1973.750,145.000,32.000
1974.000,147.000,32.000
1974.250,147.000,33.000
1974.500,147.750,33.000
1974.750,147.750,32.000
1975.000,147.750,32.000
1975.250,146.250,30.000
1975.500,146.250,30.000
1975.750,149.250,29.000
1976.000,149.250,29.000
1976.250,149.250,29.000
1976.500,147.000,29.000
1976.750,147.000,28.000
1977.000,142.750,28.000
1977.250,144.250,28.000
1977.500,144.250,28.000
1977.750,138.250,28.000
1978.000,138.250,28.000
1978.250,128.750,28.000
1978.500,128.750,28.000
1978.750,124.000,28.000
1979.000,124.000,28.000
1979.250,120.000,28.000
1979.500,120.000,28.000
1979.750,118.500,28.000
1980.000,118.500,28.000
1980.250,120.500,29.000
1980.500,120.500,29.000
1980.750,127.750,28.000
1981.000,132.750,28.000
1981.250,132.750,27.000
1981.500,137.500,27.000
1981.750,137.500,27.000
1982.000,146.250,27.000
1982.250,147.750,26.000
1982.500,147.750,26.000
1982.750,148.500,26.000
1983.000,148.500,26.000
1983.250,151.500,26.000
1983.500,152.250,26.000
1983.750,152.250,26.000
1984.000,152.250,26.000
1984.250,153.750,27.000
1984.500,153.750,27.000
1984.750,153.750,27.000
1985.000,153.750,27.000
1985.250,153.750,28.000
1985.500,152.250,28.000
1985.750,152.250,27.000
1986.000,151.500,27.000
1986.250,154.750,27.000
1986.500,154.750,27.000
1986.750,153.000,27.000
1987.000,154.750,27.000
1987.250,154.750,26.000
1987.500,154.750,26.000
1987.750,155.500,26.000
1988.000,155.500,26.000
1988.250,154.750,26.000
